GeneId	logFC	logCPM	LR	PValue	FDR	RefSeq	Gene_Symbol
SPNS1_NM_001142449	-0.603004812	5.217465097	3.481222013	0.062068888	0.999752564	NM_001142449	SPNS1
CACNA1G_NR_046054	1.609068717	1.407561009	3.48109884	0.062073508	0.999752564	NR_046054	CACNA1G
CACNA1G_NM_198386	1.614903405	1.39411115	3.479952609	0.062116519	0.999752564	NM_198386	CACNA1G
CD9_NM_001769	1.101762196	3.795909963	3.479513204	0.062133015	0.999752564	NM_001769	CD9
CACNA1G_NM_198382	1.613239179	1.401380346	3.477621052	0.062204104	0.999752564	NM_198382	CACNA1G
LOC100506394_NR_044993	-0.897615521	2.585118263	3.477477879	0.062209487	0.999752564	NR_044993	LOC100506394
CACNA1G_NM_198396	1.609905609	1.406586929	3.477245082	0.06221824	0.999752564	NM_198396	CACNA1G
CACNA1G_NM_001256328	1.613827741	1.391872696	3.475327161	0.062290404	0.999752564	NM_001256328	CACNA1G
CACNA1G_NM_001256359	1.610269427	1.402777552	3.474581382	0.062318488	0.999752564	NM_001256359	CACNA1G
CKAP2_NM_018204	1.017076885	3.98649638	3.468766429	0.062537932	0.999752564	NM_018204	CKAP2
CACNA1G_NM_198379	1.612551345	1.394191799	3.467747428	0.062576471	0.999752564	NM_198379	CACNA1G
CKAP2_NM_001098525	1.016972362	3.987155497	3.467689472	0.062578664	0.999752564	NM_001098525	CKAP2
ULK4P3_NR_026859_1	-1.273510342	0.5505739	3.467651822	0.062580088	0.999752564	NR_026859_1	ULK4P3
CACNA1G_NM_198376	1.618009811	1.357383108	3.466474647	0.062624644	0.999752564	NM_198376	CACNA1G
CACNA1G_NM_198387	1.613751256	1.381899604	3.466457806	0.062625282	0.999752564	NM_198387	CACNA1G
CACNA1G_NM_198388	1.613613461	1.381817467	3.465370867	0.062666453	0.999752564	NM_198388	CACNA1G
CACNA1G_NM_001256329	1.608128705	1.399557918	3.464642511	0.062694058	0.999752564	NM_001256329	CACNA1G
CNKSR3_NM_173515	0.905287981	2.418340372	3.464603328	0.062695544	0.999752564	NM_173515	CNKSR3
HMGN3_NM_138730	0.701089001	3.81437721	3.464312496	0.06270657	0.999752564	NM_138730	HMGN3
CACNA1G_NM_001256360	1.610765437	1.383817047	3.463729195	0.062728691	0.999752564	NM_001256360	CACNA1G
ADAMTS12_NM_030955	0.922560575	3.246491096	3.463651403	0.062731642	0.999752564	NM_030955	ADAMTS12
CACNA1G_NM_001256361	1.610741519	1.383315804	3.463514015	0.062736854	0.999752564	NM_001256361	CACNA1G
TJP2_NM_001170416	1.341465633	3.610844388	3.463088615	0.062752994	0.999752564	NM_001170416	TJP2
C12orf75_NM_001145199	0.614084085	7.688085868	3.461873178	0.062799135	0.999752564	NM_001145199	C12orf75
CACNA1G_NR_046056	1.609385115	1.388082184	3.461815873	0.062801311	0.999752564	NR_046056	CACNA1G
TJP2_NM_004817	1.341505818	3.618843411	3.460268718	0.062860098	0.999752564	NM_004817	TJP2
DDX17_NM_006386	-0.575337503	6.221373959	3.458958496	0.062909929	0.999752564	NM_006386	DDX17
CACNA1G_NR_046055	1.609522231	1.388163876	3.458717339	0.062919105	0.999752564	NR_046055	CACNA1G
DDX17_NM_001098504	-0.57516088	6.222050386	3.456596628	0.062999862	0.999752564	NM_001098504	DDX17
CACNA1G_NM_001256326	1.607419982	1.392360265	3.4547309	0.063071001	0.999752564	NM_001256326	CACNA1G
CACNA1G_NM_001256330	1.608573058	1.380052412	3.454273218	0.063088465	0.999752564	NM_001256330	CACNA1G
CACNA1G_NM_001256331	1.608434825	1.379970171	3.453233934	0.063128141	0.999752564	NM_001256331	CACNA1G
RFC2_NM_002914	0.863498952	3.707166479	3.452472964	0.063157208	0.999752564	NM_002914	RFC2
TRPC6_NM_004621	1.830424044	2.617152384	3.45210578	0.063171239	0.999752564	NM_004621	TRPC6
CACNA1G_NR_046057	1.607744876	1.395381541	3.450075332	0.063248887	0.999752564	NR_046057	CACNA1G
CACNA1G_NR_046058	1.608047118	1.375736814	3.448020514	0.06332757	0.999752564	NR_046058	CACNA1G
CDC45_NM_001178010	1.345160397	2.437799214	3.447345425	0.063353444	0.999752564	NM_001178010	CDC45
KIFC1_NM_002263_1	1.256901398	3.559443166	3.446481523	0.06338657	0.999752564	NM_002263_1	KIFC1
CACNA1G_NM_001256332	1.606790774	1.387310678	3.446267065	0.063394796	0.999752564	NM_001256332	CACNA1G
PRLR_NM_000949	-1.69241233	1.487337585	3.4443752	0.063467414	0.999752564	NM_000949	PRLR
PLCB4_NM_001172646	0.713288561	4.27616335	3.440347726	0.063622301	0.999752564	NM_001172646	PLCB4
LRR1_NM_152329	0.969580819	2.108667784	3.438613817	0.063689107	0.999752564	NM_152329	LRR1
NRG1_NM_013956	-0.845279817	3.283699137	3.436142474	0.063784455	0.999752564	NM_013956	NRG1
MCM8_NM_032485	1.225434813	1.983602419	3.435921832	0.063792975	0.999752564	NM_032485	MCM8
MCM8_NM_182802	1.226547474	1.981091912	3.434950736	0.063830489	0.999752564	NM_182802	MCM8
NRG1_NM_001160004	-0.843621077	3.308418328	3.434285609	0.063856196	0.999752564	NM_001160004	NRG1
NRG1_NM_001159999	-0.858974538	3.171452102	3.433878828	0.063871924	0.999752564	NM_001159999	NRG1
CTSC_NM_001114173	0.990223919	5.023942216	3.431300669	0.063971701	0.999752564	NM_001114173	CTSC
PCDHB2_NM_018936	-1.52568602	0.120245927	3.42928825	0.064049699	0.999752564	NM_018936	PCDHB2
RPP25_NM_017793	1.037273688	2.069926145	3.428770681	0.064069776	0.999752564	NM_017793	RPP25
XDH_NM_000379	-1.905316351	0.036770023	3.427255775	0.064128577	0.999752564	NM_000379	XDH
RFC2_NM_181471	0.849307342	3.824795365	3.42562741	0.064191847	0.999752564	NM_181471	RFC2
LOC283624_NR_038970	-1.350164104	0.1327202	3.424122676	0.064250373	0.999752564	NR_038970	LOC283624
HMGN3_NM_004242	0.6978173	3.834685391	3.424036158	0.06425374	0.999752564	NM_004242	HMGN3
TRIP13_NM_001166260	1.189837981	2.501454199	3.423849426	0.064261007	0.999752564	NM_001166260	TRIP13
GTSE1_NM_016426	1.176723847	2.827682106	3.423170936	0.06428742	0.999752564	NM_016426	GTSE1
HAT1_NM_003642	0.757805202	4.20892319	3.4219556	0.06433476	0.999752564	NM_003642	HAT1
CABLES1_NR_023359	-0.818366703	3.148238548	3.416893746	0.064532332	0.999752564	NR_023359	CABLES1
TFAP2A_NM_001032280	1.61567304	0.446158063	3.408541073	0.064859766	0.999752564	NM_001032280	TFAP2A
NAPRT1_NM_145201	0.756697748	3.366566805	3.407976841	0.064881948	0.999752564	NM_145201	NAPRT1
CSMD2_NM_052896	-1.143223543	2.748763991	3.407847067	0.064887051	0.999752564	NM_052896	CSMD2
PCNA-AS1_NR_028370	0.918873382	2.699032261	3.406996321	0.064920516	0.999752564	NR_028370	PCNA-AS1
GRIK2_NM_001166247	-1.307441797	0.618257568	3.405612576	0.064974985	0.999752564	NM_001166247	GRIK2
GTF2H2B_NR_033417	-0.610997887	5.677155913	3.405409185	0.064982996	0.999752564	NR_033417	GTF2H2B
TJP2_NM_001170415	1.331593254	3.55977624	3.404198102	0.065030715	0.999752564	NM_001170415	TJP2
HMGN3_NM_001201363	0.681960781	3.962200399	3.403078479	0.065074864	0.999752564	NM_001201363	HMGN3
VEPH1_NM_001167912	1.02690487	2.449581402	3.402310421	0.065105168	0.999752564	NM_001167912	VEPH1
CDC45_NM_003504	1.342290781	2.399319041	3.401654147	0.065131074	0.999752564	NM_003504	CDC45
RNF39_NM_170769	-0.640964196	4.707778258	3.401305829	0.065144828	0.999752564	NM_170769	RNF39
ACTA2_NM_001613	1.185820164	7.805830544	3.396597623	0.065331046	0.999752564	NM_001613	ACTA2
CHI3L1_NM_001276	-1.731898159	0.874516806	3.395942079	0.065357018	0.999752564	NM_001276	CHI3L1
LYNX1_NM_023946	1.229008649	0.669545698	3.394355416	0.065419928	0.999752564	NM_023946	LYNX1
GRIK2_NM_175768	-1.308877418	0.598238367	3.393920947	0.065437166	0.999752564	NM_175768	GRIK2
CDC45_NM_001178011	1.354985738	2.285070168	3.392370214	0.065498731	0.999752564	NM_001178011	CDC45
BRCA2_NM_000059	1.439954693	0.62331177	3.392219702	0.06550471	0.999752564	NM_000059	BRCA2
VEPH1_NM_024621	1.025243728	2.452769454	3.392099334	0.065509491	0.999752564	NM_024621	VEPH1
LRR1_NR_037792	0.956137756	2.287872289	3.391044767	0.065551401	0.999752564	NR_037792	LRR1
EPSTI1_NM_001002264	-1.189153285	1.92988377	3.38961429	0.065608295	0.999752564	NM_001002264	EPSTI1
VEPH1_NM_001167911	1.029332862	2.401837545	3.388654333	0.065646505	0.999752564	NM_001167911	VEPH1
NRG1_NM_013960	-0.837144954	3.313248523	3.386955681	0.065714176	0.999752564	NM_013960	NRG1
NRG1_NM_013957	-0.841489074	3.250580389	3.384976069	0.065793134	0.999752564	NM_013957	NRG1
GRIK2_NM_021956	-1.310215113	0.574637169	3.37972075	0.066003237	0.999752564	NM_021956	GRIK2
TBC1D3_NM_001123391_1	-1.337677222	0.406390661	3.373925362	0.066235763	0.999752564	NM_001123391_1	TBC1D3
PLCB4_NM_182797	0.707359289	4.253981446	3.373278942	0.066261753	0.999752564	NM_182797	PLCB4
AMIGO2_NM_001143668	-1.182668161	3.04636791	3.371975085	0.06631421	0.999752564	NM_001143668	AMIGO2
CSTA_NM_005213	-1.609810973	0.738979636	3.371969162	0.066314448	0.999752564	NM_005213	CSTA
PLCB4_NM_000933	0.705136311	4.272253788	3.369922121	0.066396894	0.999752564	NM_000933	PLCB4
ZNF436_NM_001077195	-0.723239589	3.5609927	3.367915653	0.066477812	0.999752564	NM_001077195	ZNF436
KIAA1524_NM_020890	1.116000079	2.448117043	3.367058607	0.066512408	0.999752564	NM_020890	KIAA1524
NPR2_NM_003995	-0.605211102	4.302156202	3.366437132	0.066537506	0.999752564	NM_003995	NPR2
NHSL1_NM_001144060	-1.336581632	0.598207014	3.365980353	0.06655596	0.999752564	NM_001144060	NHSL1
MPHOSPH6_NM_005792	0.744481033	2.916078453	3.362683371	0.066689319	0.999752564	NM_005792	MPHOSPH6
NRG1_NM_001159995	-0.866471318	3.09074164	3.359108024	0.06683426	0.999752564	NM_001159995	NRG1
SCIN_NM_001112706	1.534456055	0.239134365	3.358828037	0.066845624	0.999752564	NM_001112706	SCIN
PRRT2_NM_001256442	-1.456108255	0.088521059	3.357558048	0.066897199	0.999752564	NM_001256442	PRRT2
IFT140_NM_014714	-0.688125959	3.729696915	3.356270873	0.066949515	0.999752564	NM_014714	IFT140
TJP2_NM_201629	1.324757132	3.439167452	3.352991135	0.067083014	0.999752564	NM_201629	TJP2
KCNJ12_NM_021012	-1.524835634	-0.546116845	3.352025355	0.067122379	0.999752564	NM_021012	KCNJ12
DOC2A_NM_003586	-1.0842286	1.891738834	3.351905183	0.067127279	0.999752564	NM_003586	DOC2A
TJP2_NM_001170630	1.359271952	3.070644786	3.350589331	0.067180958	0.999752564	NM_001170630	TJP2
CYCS_NM_018947	0.615930148	5.108733876	3.348133323	0.06728127	0.999752564	NM_018947	CYCS
C9orf95_NR_023352	0.703590477	3.302634484	3.347852554	0.067292748	0.999752564	NR_023352	C9orf95
GABBR1_NM_021903_2	-1.179864167	1.293471917	3.347122164	0.067322616	0.999752564	NM_021903_2	GABBR1
CABLES1_NM_001256438	-0.780551064	3.446577346	3.34643472	0.067350741	0.999752564	NM_001256438	CABLES1
HAT1_NR_027862	0.755399029	4.112623139	3.344942873	0.067411819	0.999752564	NR_027862	HAT1
PRRT2_NM_145239	-1.457084901	0.070443462	3.344284236	0.067438803	0.999752564	NM_145239	PRRT2
IGFBP7_NM_001553	0.953577467	6.452419026	3.343738164	0.067461184	0.999752564	NM_001553	IGFBP7
TBC1D3F_NM_032258_1	-1.333844027	0.402566586	3.343339354	0.067477535	0.999752564	NM_032258_1	TBC1D3F
CCL2_NM_002982	1.177844096	2.021779747	3.34186847	0.067537875	0.999752564	NM_002982	CCL2
PRLR_NM_001204314	-1.680067427	1.403337623	3.340294964	0.067602489	0.999752564	NM_001204314	PRLR
ZIC1_NM_003412	-0.992676441	2.641208521	3.337558826	0.067715003	0.999752564	NM_003412	ZIC1
MGC45800_NR_027107	-1.390479972	1.320087905	3.336301589	0.06776677	0.999752564	NR_027107	MGC45800
NRG1_NM_013964	-0.834746338	3.255607824	3.336246517	0.067769038	0.999752564	NM_013964	NRG1
APOO_NM_024122	0.89633963	2.166247362	3.3360225	0.067778267	0.999752564	NM_024122	APOO
CCNL2_NM_001039577	-0.798428247	2.799758679	3.335842976	0.067785663	0.999752564	NM_001039577	CCNL2
MMD_NM_012329	1.174961757	1.33914489	3.33248091	0.067924345	0.999752564	NM_012329	MMD
AMACR_NM_001167595	0.794316054	2.557644064	3.331726802	0.067955493	0.999752564	NM_001167595	AMACR
ACTA2_NM_001141945	1.16045055	7.798940624	3.330793413	0.067994067	0.999752564	NM_001141945	ACTA2
DISP2_NM_033510	1.764629313	-0.438110201	3.330046551	0.068024949	0.999752564	NM_033510	DISP2
REEP2_NM_016606	-0.878915152	2.270998507	3.32911085	0.068063661	0.999752564	NM_016606	REEP2
NBPF16_NM_001102663_1	-0.651195923	6.619266961	3.329081387	0.06806488	0.999752564	NM_001102663_1	NBPF16
CABLES1_NM_138375	-0.777023397	3.467678619	3.328986613	0.068068803	0.999752564	NM_138375	CABLES1
GAL_NM_015973	1.807404261	0.523181636	3.328486356	0.068089511	0.999752564	NM_015973	GAL
TJP2_NM_001170414	1.320058129	3.416400148	3.327928009	0.068112631	0.999752564	NM_001170414	TJP2
TSPAN13_NM_014399	1.443951402	2.232961873	3.326111341	0.068187916	0.999752564	NM_014399	TSPAN13
MFAP5_NM_003480	-0.99146552	7.34817192	3.323640509	0.068290452	0.999752564	NM_003480	MFAP5
NHSL1_NM_020464	-1.329050888	0.564782942	3.323495018	0.068296495	0.999752564	NM_020464	NHSL1
LOC349196_NR_027000_1	-1.336783302	0.095057504	3.323478865	0.068297166	0.999752564	NR_027000_1	LOC349196
AMIGO2_NM_181847	-1.175802657	2.993650151	3.32315074	0.068310796	0.999752564	NM_181847	AMIGO2
BRCA1_NM_007300	1.130488116	2.327885464	3.321297957	0.068387817	0.999752564	NM_007300	BRCA1
NRG1_NM_001159996	-0.877870348	2.890240303	3.318703595	0.068495822	0.999752564	NM_001159996	NRG1
C17orf79_NM_018405	0.56272756	4.943622955	3.314724037	0.068661848	0.999752564	NM_018405	C17orf79
WDR62_NM_001083961	1.299293051	2.261001257	3.306917262	0.068988796	0.999752564	NM_001083961	WDR62
HIPK2_NM_001113239	0.815755444	3.568714285	3.305441292	0.069050797	0.999752564	NM_001113239	HIPK2
ITGB3BP_NR_045147	0.857519131	2.677176589	3.303496757	0.069132571	0.999752564	NR_045147	ITGB3BP
WDR62_NM_173636	1.298688025	2.257689313	3.302741598	0.069164356	0.999752564	NM_173636	WDR62
FAM156A_NM_001242490	-0.790651854	2.656577957	3.302012668	0.069195052	0.999752564	NM_001242490	FAM156A
BRCA1_NM_007297	1.132842551	2.284931014	3.293641342	0.069548623	0.999752564	NM_007297	BRCA1
NFAT5_NM_006599	-0.613346242	4.448571231	3.293350852	0.069560927	0.999752564	NM_006599	NFAT5
NRG1_NM_001160001	-0.869096576	3.012798733	3.292904046	0.069579856	0.999752564	NM_001160001	NRG1
MIR3153_NR_036108	1.19344845	1.164300614	3.292795283	0.069584465	0.999752564	NR_036108	MIR3153
HIPK2_NM_022740	0.813941499	3.574894223	3.291602313	0.069635036	0.999752564	NM_022740	HIPK2
FBXL2_NM_012157	1.280797378	0.973500348	3.291205763	0.069651855	0.999752564	NM_012157	FBXL2
PRRT2_NM_001256443	-1.418287862	0.156660164	3.291202609	0.069651989	0.999752564	NM_001256443	PRRT2
NFAT5_NM_138713	-0.613194593	4.453715478	3.290871939	0.069666017	0.999752564	NM_138713	NFAT5
PRC1_NM_003981	0.954138707	5.067755913	3.289852067	0.069709303	0.999752564	NM_003981	PRC1
NFAT5_NM_001113178	-0.613015563	4.453399233	3.289188906	0.069737464	0.999752564	NM_001113178	NFAT5
DONSON_NM_017613	0.95594047	2.687221214	3.288276596	0.069776225	0.999752564	NM_017613	DONSON
SLIT2_NM_004787	-0.666364737	5.609009759	3.287026093	0.069829393	0.999752564	NM_004787	SLIT2
SPTBN1_NM_003128	-0.594562898	7.237208838	3.28689304	0.069835052	0.999752564	NM_003128	SPTBN1
OSTF1_NM_012383	0.576959658	4.379959992	3.284132153	0.069952601	0.999752564	NM_012383	OSTF1
TTC39C_NM_001135993	0.713349196	3.977780479	3.275513954	0.070320897	0.999752564	NM_001135993	TTC39C
PRC1_NM_199413	0.954566641	5.026000477	3.275429691	0.070324509	0.999752564	NM_199413	PRC1
SMA4_NR_029426	-0.722286611	4.059143905	3.271179788	0.070506901	0.999752564	NR_029426	SMA4
NFAT5_NM_173214	-0.613148643	4.45479356	3.270960171	0.07051634	0.999752564	NM_173214	NFAT5
GSG2_NM_031965	1.540044164	0.201029238	3.268451801	0.070624245	0.999752564	NM_031965	GSG2
C8orf34_NM_052958	-1.586835695	0.691317367	3.26728315	0.070674578	0.999752564	NM_052958	C8orf34
NFAT5_NM_138714	-0.612998388	4.459915711	3.266049891	0.070727735	0.999752564	NM_138714	NFAT5
BRCA1_NM_007294	1.127948746	2.309865308	3.265102942	0.070768581	0.999752564	NM_007294	BRCA1
PRC1_NM_199414	0.955300604	5.008143817	3.263420254	0.070841224	0.999752564	NM_199414	PRC1
SAMHD1_NM_015474	0.726701312	4.257018934	3.261945534	0.070904955	0.999752564	NM_015474	SAMHD1
MMP10_NM_002425	1.193968119	3.95984235	3.259526465	0.07100963	0.999752564	NM_002425	MMP10
CABLES1_NM_001100619	-0.772363165	3.53342451	3.258896138	0.071036931	0.999752564	NM_001100619	CABLES1
C12orf53_NM_153685	1.352988552	0.860792932	3.256737633	0.071130509	0.999752564	NM_153685	C12orf53
C12orf53_NM_001244015	1.351813944	0.86426021	3.25665874	0.071133932	0.999752564	NM_001244015	C12orf53
BRCA1_NR_027676	1.12715317	2.305216865	3.255880141	0.071167721	0.999752564	NR_027676	BRCA1
PREX1_NM_020820	1.01698724	2.887521736	3.25275673	0.071303441	0.999752564	NM_020820	PREX1
RNF39_NM_025236	-0.632954257	4.402556351	3.251674464	0.071350532	0.999752564	NM_025236	RNF39
EMILIN2_NM_032048	-0.969457407	4.94435289	3.250323066	0.071409382	0.999752564	NM_032048	EMILIN2
IRS2_NM_003749	-0.713466144	4.41943493	3.247512081	0.071531958	0.999752564	NM_003749	IRS2
SH3KBP1_NM_001184960	0.521066951	5.691340394	3.244725291	0.071653701	0.999752564	NM_001184960	SH3KBP1
LBH_NM_030915	-0.58467764	6.728629311	3.24413586	0.07167948	0.999752564	NM_030915	LBH
MIR4517_NR_039742	-1.313017646	0.500916886	3.24390537	0.071689563	0.999752564	NR_039742	MIR4517
NFATC2_NM_001136021	1.5922376	0.50960292	3.243646802	0.071700876	0.999752564	NM_001136021	NFATC2
FAM90A8_NM_001164450	-1.155494612	0.944591272	3.243244333	0.071718489	0.999752564	NM_001164450	FAM90A8
FKBP5_NM_004117	1.208328051	1.273173313	3.240887751	0.071821712	0.999752564	NM_004117	FKBP5
RNF112_NM_007148	-1.243704502	0.79499958	3.239286719	0.071891931	0.999752564	NM_007148	RNF112
FKBP5_NM_001145776	1.208328041	1.273173265	3.238142101	0.071942177	0.999752564	NM_001145776	FKBP5
IGSF6_NM_005849	-0.611250286	6.410539837	3.238100104	0.071944022	0.999752564	NM_005849	IGSF6
SPDYE2L_NM_001166339	0.721330914	9.330237427	3.235188302	0.072072018	0.999752564	NM_001166339	SPDYE2L
SPDYE2_NM_001031618	0.721330915	9.330237426	3.234297564	0.072111221	0.999752564	NM_001031618	SPDYE2
ITGB3BP_NM_001206739	0.857170184	2.623072483	3.234138417	0.072118228	0.999752564	NM_001206739	ITGB3BP
GXYLT2_NM_001080393	-0.943560026	2.102305938	3.234025409	0.072123204	0.999752564	NM_001080393	GXYLT2
LOC255130_NR_034081	1.005562665	3.473717783	3.232967943	0.072169783	0.999752564	NR_034081	LOC255130
NR4A1_NM_002135	-1.054891255	1.863190213	3.232723977	0.072180534	0.999752564	NM_002135	NR4A1
LRIG3_NM_001136051	-0.916380195	4.279491491	3.231059455	0.072253931	0.999752564	NM_001136051	LRIG3
NFATC2_NM_012340	1.593962504	0.497962815	3.230034067	0.072299185	0.999752564	NM_012340	NFATC2
NEK2_NM_002497	1.222051602	1.892394295	3.227365183	0.072417114	0.999752564	NM_002497	NEK2
LRRC2_NM_024512	0.800125972	2.961985286	3.226531745	0.072453983	0.999752564	NM_024512	LRRC2
LRIG3_NM_153377	-0.91665996	4.310632856	3.225630597	0.072493871	0.999752564	NM_153377	LRIG3
POC1A_NM_001161581	1.036087549	2.870993033	3.225505528	0.072499409	0.999752564	NM_001161581	POC1A
ProSAPiP1_NM_014731	-0.932653083	1.763622109	3.224618425	0.0725387	0.999752564	NM_014731	ProSAPiP1
GABBR1_NM_021904_6	-1.125145619	1.404657926	3.22176412	0.072665279	0.999752564	NM_021904_6	GABBR1
POC1A_NM_015426	1.03565715	2.869829248	3.219844938	0.072750521	0.999752564	NM_015426	POC1A
LRR1_NM_203467	1.079587101	1.388200728	3.219791425	0.0727529	0.999752564	NM_203467	LRR1
SSR3_NM_007107	0.601497792	7.266254475	3.218051727	0.072830265	0.999752564	NM_007107	SSR3
PCDH10_NM_020815	-2.188594968	0.580758755	3.21659801	0.072894981	0.999752564	NM_020815	PCDH10
RAD18_NM_020165	0.956230703	2.663600147	3.215810724	0.072930055	0.999752564	NM_020165	RAD18
DEPDC1B_NM_001145208	1.524367281	0.13416723	3.213883269	0.073015999	0.999752564	NM_001145208	DEPDC1B
FAT1_NM_005245	-0.623577093	6.097743818	3.211150844	0.073138024	0.999752564	NM_005245	FAT1
STAP2_NM_001013841	1.320380871	0.927724507	3.206262939	0.073356853	0.999752564	NM_001013841	STAP2
UPK3BL_NM_001114403	0.673518251	8.367517375	3.204885825	0.073418633	0.999752564	NM_001114403	UPK3BL
PFKFB3_NM_004566	-0.69847701	3.727129226	3.196463283	0.073797699	0.999752564	NM_004566	PFKFB3
TTC39C_NM_153211	0.714641607	3.892085342	3.195850966	0.073825339	0.999752564	NM_153211	TTC39C
E2F1_NM_005225	1.194171603	2.37888858	3.193829311	0.073916675	0.999752564	NM_005225	E2F1
SYTL2_NM_032943	0.942888357	3.957651293	3.191967678	0.074000889	0.999752564	NM_032943	SYTL2
DEPDC1B_NM_018369	1.494613731	0.285718115	3.190382255	0.074072689	0.999752564	NM_018369	DEPDC1B
SEPT6_NM_145800	-0.720929137	3.237026988	3.190071555	0.074086769	0.999752564	NM_145800	6-Sep
NFATC2_NM_173091	1.592562248	0.420630788	3.188816914	0.074143653	0.999752564	NM_173091	NFATC2
STAP2_NM_017720	1.313565716	0.93460488	3.187310321	0.074212023	0.999752564	NM_017720	STAP2
FAM83D_NM_030919	1.205512829	2.444087234	3.181586307	0.074472398	0.999752564	NM_030919	FAM83D
PALM_NM_002579	-1.284388634	3.025813864	3.181271728	0.074486736	0.999752564	NM_002579	PALM
PFKFB3_NM_001145443	-0.695312167	3.679179105	3.179269701	0.074578055	0.999752564	NM_001145443	PFKFB3
SPAG5_NM_006461	1.108024973	3.650779288	3.178931713	0.074593484	0.999752564	NM_006461	SPAG5
ZAK_NM_016653	0.575757412	4.238227461	3.177160399	0.074674397	0.999752564	NM_016653	ZAK
NNMT_NM_006169	-0.742354787	7.478264614	3.176121145	0.074721914	0.999752564	NM_006169	NNMT
POLR2J3_NM_001097615	0.713161306	9.408550395	3.176045824	0.074725359	0.999752564	NM_001097615	POLR2J3
NOMO3_NM_001004067	-0.598017933	7.553354866	3.171715973	0.074923689	0.999752564	NM_001004067	NOMO3
ZMAT3_NM_022470	-0.554371192	5.614830993	3.170652415	0.074972492	0.999752564	NM_022470	ZMAT3
CREBZF_NM_001039618	-0.9356208	2.298458652	3.169807157	0.075011303	0.999752564	NM_001039618	CREBZF
TNFAIP6_NM_007115	-1.21575841	1.135288902	3.167474022	0.075118541	0.999752564	NM_007115	TNFAIP6
