	logFC	logCPM	LR	PValue	FDR
SCAI_NM_001144877	-0.346535198	1.55801769	0.420086048	0.516894111	0.999905229
ZFAND1_NM_001170797	-0.280712701	2.649080043	0.41975873	0.517057458	0.999905229
ABCB9_NM_001243014	0.456575577	0.48597812	0.419603452	0.51713498	0.999905229
MIS12_NM_024039	0.306072283	2.410435737	0.419557572	0.51715789	0.999905229
SLFN11_NM_001104589	-0.240969182	4.656258318	0.419354221	0.517259451	0.999905229
TMEM241_NM_032933	0.306424771	2.062532741	0.419293301	0.517289884	0.999905229
NUP214_NM_005085	0.214552574	4.197632873	0.419254255	0.517309391	0.999905229
G3BP2_NM_203504	-0.189731243	6.025922985	0.419026697	0.517423103	0.999905229
CKLF-CMTM1_NM_001202509	0.350977977	1.677679968	0.419001044	0.517435925	0.999905229
CRABP2_NM_001199723	0.259932872	6.427228025	0.418830105	0.517521377	0.999905229
NGRN_NR_028052	-0.190805026	5.739525539	0.418786933	0.517542962	0.999905229
RNMT_NM_003799	-0.232425108	3.822810966	0.418710038	0.517581413	0.999905229
RCAN2_NM_001251974	-0.306068353	5.932923009	0.418644526	0.517614175	0.999905229
SGCA_NM_000023	-0.697108944	2.436160946	0.418469927	0.51770151	0.999905229
MAP1A_NM_002373	0.204038179	6.471830285	0.418401277	0.517735856	0.999905229
C4A_NM_001252204_7	0.475128899	9.063466894	0.418227277	0.517822926	0.999905229
CDK15_NM_139158	-0.445651358	0.64929705	0.418182179	0.517845498	0.999905229
C4A_NM_007293_1	0.475667693	9.098545739	0.41817976	0.517846709	0.999905229
C4B_NM_001002029_7	0.475667693	9.098545739	0.418151253	0.517860977	0.999905229
CAMK2N1_NM_018584	0.234352928	4.844701757	0.41814724	0.517862986	0.999905229
LOC100293534_NM_001242823_7	0.475667694	9.098545739	0.418127643	0.517872796	0.999905229
BAX_NM_004324	0.199114334	5.56300604	0.418090543	0.517891367	0.999905229
RPL12_NM_000976	-0.206205582	7.134312445	0.418070761	0.51790127	0.999905229
RNF170_NM_001160225	-0.247330834	3.084029721	0.417700118	0.518086877	0.999905229
RUFY1_NM_025158	0.202170175	5.240929438	0.417553185	0.518160489	0.999905229
EBF4_NM_001110514	0.462514637	0.572388477	0.417544892	0.518164644	0.999905229
LOC100093631_NR_003580	-0.207484909	7.392349217	0.417540444	0.518166873	0.999905229
LOC100505815_NR_045370	-0.287347261	2.427149153	0.417475661	0.518199335	0.999905229
VPS13B_NM_152564	0.249458241	4.137088645	0.417411854	0.518231312	0.999905229
SLC37A4_NM_001164279	0.301595127	2.266801601	0.417314101	0.518280307	0.999905229
HERC3_NM_014606	0.209812217	4.394637602	0.417243035	0.518315932	0.999905229
ACN9_NM_020186	-0.356119738	1.460732597	0.4170767	0.51839933	0.999905229
FKBP1B_NM_054033	-0.400838535	0.818237693	0.417016934	0.518429302	0.999905229
STARD7_NM_020151	0.180874224	5.642766797	0.416797786	0.518539227	0.999905229
PQBP1_NM_001167990	0.204898631	4.411323607	0.416763023	0.518556668	0.999905229
SOWAHC_NM_023016	-0.291164801	2.545164858	0.416751694	0.518562352	0.999905229
TMEM8B_NM_016446	-0.259986415	2.942330185	0.416714104	0.518581213	0.999905229
PLDN_NM_012388	-0.214904586	4.992730821	0.416602218	0.518637359	0.999905229
CRABP2_NM_001878	0.2590093	6.423904038	0.416403829	0.51873694	0.999905229
METTL4_NM_022840	0.315965798	2.005977899	0.41640112	0.5187383	0.999905229
NUDT12_NM_031438	-0.31787195	1.941723833	0.416016964	0.518931223	0.999905229
KDM4B_NM_015015	-0.219173638	4.133653436	0.415904331	0.518987811	0.999905229
SNORD100_NR_002435	-0.224025608	4.741648008	0.415838479	0.519020901	0.999905229
SLC4A5_NM_133478	0.363476877	1.558237958	0.415501703	0.519190184	0.999905229
LOC100505795_NR_038072	-0.358684411	1.722715909	0.415394728	0.519243977	0.999905229
NFKB2_NM_002502	0.229900294	3.796510374	0.415337829	0.519272592	0.999905229
PITPNC1_NM_181671	0.287861214	2.696765771	0.415142684	0.519370756	0.999905229
GTF2IP1_NR_002206_1	-0.206939432	7.37768299	0.41513688	0.519373676	0.999905229
TMEM19_NM_018279	0.23136894	3.648383014	0.414955769	0.51946481	0.999905229
C5_NM_001735	0.352545298	1.417339654	0.41462448	0.519631585	0.999905229
ATP5C1_NM_001001973	-0.194844707	6.75999569	0.414623754	0.519631951	0.999905229
MYADM_NM_138373	0.211924476	6.398624946	0.414591474	0.519648206	0.999905229
HECTD3_NM_024602	0.205863427	4.726583583	0.4145762	0.519655898	0.999905229
KLC4_NM_201523	-0.256076475	2.976826189	0.414558369	0.519664878	0.999905229
ZNRD1_NM_014596	0.217202976	4.939302284	0.414467784	0.519710501	0.999905229
TRAF5_NM_004619	-0.29111312	2.776654149	0.41427359	0.519808331	0.999905229
ZFAND1_NR_033196	-0.287501567	2.482487346	0.414218532	0.519836074	0.999905229
MYADM_NM_001020819	0.21175125	6.400028058	0.414119307	0.519886078	0.999905229
SNX2_NM_003100	-0.218973765	5.440486212	0.414102055	0.519894773	0.999905229
SMARCD1_NM_139071	0.208733939	4.448051297	0.414086343	0.519902692	0.999905229
MYADM_NM_001020818	0.211558952	6.369347395	0.414033801	0.519929175	0.999905229
PRKAB2_NM_005399	-0.236927011	3.742996171	0.413871137	0.52001118	0.999905229
NBPF16_NM_001102663_1	-0.228763198	6.619266961	0.413862725	0.520015421	0.999905229
NFKB2_NM_001077493	0.229517483	3.787596723	0.41374436	0.520075108	0.999905229
FAM63A_NM_001163259	0.312749156	2.44921715	0.413742299	0.520076147	0.999905229
MYADM_NM_001020821	0.211581728	6.399929132	0.413729969	0.520082366	0.999905229
NCOA6_NM_001242539	0.245829318	3.08824165	0.413727506	0.520083608	0.999905229
ATG16L2_NM_033388	0.438421457	0.775559083	0.41372706	0.520083833	0.999905229
KIFAP3_NM_001204516	0.215825225	4.713086166	0.413537513	0.520179442	0.999905229
MRPS14_NR_037606	-0.234706852	3.427206502	0.413531309	0.520182572	0.999905229
APLP1_NM_001024807	-0.323227075	2.141703032	0.413232205	0.520333508	0.999905229
DCAKD_NM_024819	-0.244267455	3.089502172	0.413086503	0.520407061	0.999905229
PHKG1_NM_006213	0.529502601	0.430966266	0.412994602	0.520453464	0.999905229
CSNK1G3_NM_001031812	-0.218064063	4.130050113	0.412696776	0.520603892	0.999905229
MLH1_NM_000249	0.202959873	4.698206377	0.412519801	0.520693317	0.999905229
CCDC34_NM_080654	0.401307729	1.05873426	0.412512045	0.520697236	0.999905229
CNKSR2_NM_001168647	-0.650241553	1.30263901	0.412432934	0.52073722	0.999905229
CNPPD1_NM_015680	0.205811974	4.616765671	0.412395376	0.520756204	0.999905229
MYEOV2_NM_001163424	-0.211722915	4.983900166	0.412229481	0.520840073	0.999905229
APLP1_NM_005166	-0.323060583	2.141302736	0.412186758	0.520861675	0.999905229
EMX2_NM_004098	-0.244456096	4.653825514	0.412156046	0.520877205	0.999905229
MYADM_NM_001020820	0.210976601	6.37006604	0.41204109	0.520935343	0.999905229
ATG7_NM_001136031	-0.201639592	4.627028698	0.411596199	0.521160448	0.999905229
USO1_NM_003715	-0.195084812	5.963880271	0.411534188	0.521191838	0.999905229
TRMT6_NM_015939	0.275209748	2.77975038	0.411492076	0.521213157	0.999905229
FAM96B_NR_046109	-0.202451147	4.788953098	0.411309562	0.521305571	0.999905229
MIR3153_NR_036108	0.416496701	1.164300614	0.41118405	0.521369139	0.999905229
CRELD1_NM_015513	-0.260003746	3.093495794	0.411071626	0.521426091	0.999905229
CMTM4_NM_178818	0.301472824	2.258235163	0.411033207	0.521445556	0.999905229
ATG7_NM_006395	-0.200491011	4.675110821	0.4108476	0.521539611	0.999905229
C4orf32_NM_152400	0.303078751	2.265587502	0.410742177	0.521593046	0.999905229
MRPS14_NM_022100	-0.233870933	3.418732946	0.410660071	0.521634669	0.999905229
MAP2K2_NM_030662	0.198810621	6.640910184	0.410582398	0.521674051	0.999905229
GNB1L_NM_053004	0.317240175	1.973785989	0.410327946	0.5218031	0.999905229
KLC4_NM_201522	-0.255077086	2.963370127	0.410318596	0.521807843	0.999905229
ZNF223_NM_013361	-0.326372263	1.831707468	0.410274217	0.521830356	0.999905229
ZNF160_NM_001102603	-0.299496404	2.400100301	0.410102224	0.521917625	0.999905229
MLH1_NM_001167618	0.20209266	4.698446341	0.410083097	0.521927332	0.999905229
AHCTF1_NM_015446	0.244879472	3.312394135	0.409985873	0.521976675	0.999905229
API5_NM_001243747	-0.191575561	5.318764169	0.40978558	0.522078357	0.999905229
VDR_NM_001017536	0.253778155	4.788897127	0.409760961	0.522090857	0.999905229
HDAC5_NM_001015053	0.187715575	6.301894458	0.40965372	0.522145315	0.999905229
GPD1L_NM_015141	0.301806766	2.078185114	0.409615301	0.522164828	0.999905229
PQBP1_NM_001032383	0.204965382	4.483908613	0.409363442	0.522292774	0.999905229
ATPAF1_NM_022745	-0.201329735	4.514006549	0.409277681	0.522336354	0.999905229
POT1_NR_003104	-0.262486053	2.836317971	0.40914373	0.522404434	0.999905229
IL1RAP_NM_001167930	-0.364254063	1.457436029	0.409124387	0.522414267	0.999905229
STC1_NM_003155	-0.459455624	3.719667101	0.409107543	0.522422829	0.999905229
RNASEH2C_NM_032193	0.206204528	4.397152251	0.409099313	0.522427013	0.999905229
HDAC5_NM_005474	0.187557791	6.301499509	0.409047241	0.522453484	0.999905229
SGPP1_NM_030791	0.236605099	3.293609231	0.408880704	0.522538163	0.999905229
CSNK1G3_NM_001044723	-0.21661779	4.161821282	0.408806855	0.522575721	0.999905229
MLH1_NM_001167619	0.203748672	4.625531174	0.408805218	0.522576553	0.999905229
PRNP_NM_001080121	0.19987524	6.463547354	0.408679974	0.52264026	0.999905229
PRNP_NM_000311	0.199889596	6.463685649	0.408565543	0.522698478	0.999905229
SLC12A7_NM_006598	-0.417317434	1.645464192	0.408501964	0.52273083	0.999905229
SRI_NM_198901	-0.181792561	5.57268706	0.408403917	0.522780728	0.999905229
SIVA1_NM_021709	0.230351039	3.916160651	0.408205361	0.522881801	0.999905229
NFKB2_NM_001077494	0.22916048	3.787043782	0.408111089	0.522929802	0.999905229
C1orf159_NM_017891	0.36158624	1.308016716	0.408081887	0.522944673	0.999905229
CREB1_NM_134442	-0.224456777	4.018551142	0.408058317	0.522956676	0.999905229
SS18L2_NM_016305	-0.298351405	2.218343989	0.408009517	0.522981529	0.999905229
AP2B1_NM_001030006	-0.20179	7.162549452	0.40783465	0.523070603	0.999905229
ALKBH2_NM_001205180	0.328010122	1.756546044	0.407831437	0.523072239	0.999905229
CDK2_NM_001798	0.339698268	3.292390573	0.407810893	0.523082706	0.999905229
GAB1_NM_207123	-0.308012838	2.049047497	0.407728781	0.523124543	0.999905229
CKLF-CMTM1_NM_001204099	0.295788493	2.52239508	0.407696492	0.523140997	0.999905229
VDR_NM_000376	0.253003625	4.782318709	0.407297103	0.523344587	0.999905229
FAM102A_NM_001035254	0.209173738	4.377621643	0.40722868	0.52337948	0.999905229
ENY2_NM_001193557	-0.217377441	4.85536941	0.40720246	0.523392852	0.999905229
RPL17-C18ORF32_NM_001199356	-0.206815589	7.147161326	0.407195242	0.523396534	0.999905229
HMGCS1_NM_001098272	0.261697974	5.002092127	0.407192516	0.523397924	0.999905229
PPP1R11_NM_021959	0.191945787	5.353727505	0.407064722	0.523463109	0.999905229
CCNG2_NM_004354	-0.228613889	4.524512743	0.406948258	0.523522527	0.999905229
PRNP_NM_001080123	0.199358822	6.461659785	0.406902305	0.523545975	0.999905229
SLC39A3_NM_144564	0.242730225	3.164363557	0.406889726	0.523552394	0.999905229
ILK_NM_001014795	0.207467262	7.304293566	0.406789914	0.523603331	0.999905229
LSMD1_NM_032356	-0.232028971	3.784468657	0.406781369	0.523607692	0.999905229
ILK_NM_001014794	0.207610041	7.322718881	0.406751524	0.523622925	0.999905229
PQBP1_NM_001032382	0.20445172	4.482097832	0.406725446	0.523636236	0.999905229
GSG1_NM_153823	0.494623348	0.005198163	0.406701546	0.523648436	0.999905229
LMAN2L_NM_030805	-0.237525581	3.192850182	0.406651195	0.523674139	0.999905229
TP53I11_NM_001076787	0.324096685	5.69777923	0.406642934	0.523678356	0.999905229
TMEM5_NM_014254	0.259207008	2.800005167	0.406361222	0.523822207	0.999905229
ATF6_NM_007348	0.1933709	4.957745028	0.406355088	0.52382534	0.999905229
AP2B1_NM_001282	-0.20110596	7.15004357	0.406259581	0.523874126	0.999905229
SPNS1_NM_001142451	0.202714659	5.323354549	0.406024788	0.523994093	0.999905229
COL1A2_NM_000089	0.304250875	13.48384231	0.405924505	0.524045348	0.999905229
CREB1_NM_004379	-0.225790757	3.984857754	0.405916843	0.524049264	0.999905229
YRDC_NM_024640	-0.274672502	2.709061971	0.405850356	0.524083251	0.999905229
ILK_NM_004517	0.207429107	7.323805453	0.405790403	0.524113901	0.999905229
MAML3_NM_018717	0.428761915	0.78400674	0.40576092	0.524128975	0.999905229
SUCLA2_NM_003850	-0.217001069	4.322593955	0.405760836	0.524129018	0.999905229
FAM63A_NM_001163260	0.311591212	2.417051553	0.405658287	0.524181454	0.999905229
SH2D5_NM_001103160	-0.469958003	1.187020329	0.405513505	0.524255502	0.999905229
CWC15_NM_016403	-0.209872354	4.901953066	0.405500176	0.52426232	0.999905229
ZNRF3_NM_001206998	0.417127765	0.611593874	0.40548133	0.52427196	0.999905229
OBSL1_NM_001173408	-0.204793066	4.256466726	0.405464829	0.524280401	0.999905229
KCTD1_NM_001136205	-0.3481452	1.573128754	0.405238253	0.524396329	0.999905229
MED11_NM_001001683	-0.317984723	1.879491858	0.405206367	0.524412647	0.999905229
HEATR7A_NM_032450	0.224798707	8.357044066	0.405103324	0.524465387	0.999905229
CCDC102A_NM_033212	0.300425888	2.34631052	0.405012739	0.524511759	0.999905229
PRNP_NM_001080122	0.198934645	6.463268476	0.405007124	0.524514633	0.999905229
SAP130_NM_001145928	0.232421087	3.65270182	0.404973017	0.524532095	0.999905229
PRNP_NM_183079	0.198949098	6.463406798	0.404969846	0.524533718	0.999905229
MLH1_NM_001167617	0.201002758	4.697605339	0.404833014	0.524603783	0.999905229
PARG_NM_003631	0.216926383	4.476185126	0.404774624	0.524633687	0.999905229
ABCB9_NM_019624	0.427248383	0.786288299	0.404708854	0.524667374	0.999905229
RUFY1_NM_001040452	0.199160943	5.219738409	0.404647306	0.524698901	0.999905229
NCOR2_NM_001206654	0.184666235	6.231195646	0.40464645	0.52469934	0.999905229
NT5C2_NM_001134373	-0.190672031	5.434931096	0.404231	0.524912242	0.999905229
NCOR2_NM_001077261	0.18451781	6.22821927	0.404190276	0.52493312	0.999905229
CBL_NM_005188	0.232046968	3.318244853	0.404161225	0.524948014	0.999905229
CREM_NM_182853	-0.341533731	1.591502797	0.404114728	0.524971854	0.999905229
NCOR2_NM_006312	0.184669704	6.240073551	0.404089364	0.52498486	0.999905229
PQBP1_NM_001032384	0.202387498	4.45275706	0.403967062	0.52504758	0.999905229
MYO1E_NM_004998	0.26056177	6.127146683	0.403684651	0.525192459	0.999905229
NEK9_NM_033116	-0.181472903	5.610048796	0.403659725	0.525205249	0.999905229
RUFY1_NM_001040451	0.198959558	5.212208918	0.403622605	0.525224298	0.999905229
NT5C2_NM_012229	-0.190673588	5.446137418	0.40361316	0.525229145	0.999905229
ANXA2P1_NR_001562	-0.232642699	3.454082072	0.403561643	0.525255585	0.999905229
POT1_NR_003102	-0.260975277	2.832905524	0.403447369	0.525314241	0.999905229
SPHAR_NM_006542	-0.332677296	1.619160915	0.403441817	0.525317091	0.999905229
SNORD5_NR_003033	-0.42998581	0.332380131	0.403390064	0.52534366	0.999905229
PDE1A_NM_001003683	0.497125198	1.745329343	0.403385619	0.525345942	0.999905229
FLT1_NM_001160030	-0.506050214	-0.434233545	0.403379518	0.525349074	0.999905229
MPST_NR_024038	0.222175173	4.045861148	0.403357443	0.525360407	0.999905229
MPST_NM_001130517	0.222499331	4.030830199	0.403284397	0.525397914	0.999905229
RPL23AP53_NR_003572	0.298078079	2.109289245	0.403233043	0.525424285	0.999905229
FAM63A_NM_001040217	0.309513186	2.421654067	0.403170509	0.5254564	0.999905229
GSDMD_NM_024736	0.216176232	4.260441941	0.403031435	0.525527836	0.999905229
PPA2_NM_176866	-0.200818248	4.423131825	0.403002195	0.525542857	0.999905229
PSG8_NM_001130168	-0.349931319	2.62480774	0.40299601	0.525546034	0.999905229
HMGCS1_NM_002130	0.260943702	4.969831337	0.402975514	0.525556565	0.999905229
ZNF160_NM_198893	-0.297408003	2.394147319	0.40282174	0.525635579	0.999905229
KIAA1279_NM_015634	0.213130961	4.299194801	0.402735482	0.525679911	0.999905229
SRI_NM_003130	-0.179504569	5.618375318	0.402715437	0.525690214	0.999905229
RPL4_NM_000968	-0.23737947	9.561494108	0.402635913	0.525731092	0.999905229
NR1D1_NM_021724	0.230984171	3.405382227	0.402494379	0.525803859	0.999905229
KIFC2_NM_145754	0.335623481	1.943454006	0.402382966	0.525861153	0.999905229
NCKAP5L_NM_001037806	-0.226010581	3.935973921	0.40234087	0.525882804	0.999905229
FAM25G_NM_001137549	0.450007476	0.556587776	0.402335624	0.525885502	0.999905229
LOC439994_NR_029408	-0.384038291	1.0539921	0.402302475	0.525902552	0.999905229
FAM25B_NM_001137556_2	0.450007478	0.556587757	0.402286676	0.525910679	0.999905229
FAM25C_NM_001137548_2	0.45000748	0.556587745	0.40225416	0.525927405	0.999905229
ASAP1_NM_001247996	0.188517025	5.659116204	0.401868317	0.526125954	0.999905229
CPSF3L_NM_001256462	0.19469976	4.969611935	0.401726453	0.526198989	0.999905229
ARHGAP19-SLIT1_NR_037909	0.447860541	0.338488936	0.401503496	0.526313809	0.999905229
ZNRF3_NM_032173	0.415549087	0.60453126	0.40144356	0.526344683	0.999905229
CSNK1G3_NM_004384	-0.214694268	4.114228088	0.401188693	0.526476004	0.999905229
HILPDA_NM_013332	-0.32137448	2.051434147	0.400804524	0.52667406	0.999905229
CNKSR2_NM_014927	-0.640440266	1.334891649	0.400603513	0.526777742	0.999905229
LEPREL2_NM_014262	0.200452518	5.834710701	0.400543782	0.526808559	0.999905229
SMARCD1_NM_003076	0.20556077	4.542884785	0.400470396	0.526846425	0.999905229
SNORA32_NR_003032	-0.423137144	0.457982686	0.400436687	0.52686382	0.999905229
NF1_NM_000267	-0.196947581	4.87370372	0.400237736	0.526966506	0.999905229
IDS_NM_006123	-0.214218999	4.143215466	0.400224429	0.526973375	0.999905229
PITPNC1_NM_012417	0.293735589	2.544102816	0.400139169	0.527017393	0.999905229
PTDSS2_NM_030783	0.216482077	4.081690772	0.399957957	0.52711097	0.999905229
NR2C2AP_NM_176880	0.304676824	2.38304731	0.399951043	0.527114541	0.999905229
NF1_NM_001042492	-0.197284049	4.884717417	0.399711088	0.527238501	0.999905229
ZNF160_NM_033288	-0.299846853	2.350545705	0.399643658	0.527273344	0.999905229
TP53I11_NM_006034	0.321551671	5.670612703	0.399456389	0.527370134	0.999905229
ASAP1_NM_018482	0.187973696	5.651893012	0.399421988	0.527387917	0.999905229
ABHD16A_NR_033489_4	-0.210677278	4.02695918	0.399285672	0.527458396	0.999905229
IFT20_NM_174887	-0.209128612	4.603150009	0.399282394	0.527460091	0.999905229
PQBP1_NM_001032381	0.20188829	4.435051391	0.399267902	0.527467585	0.999905229
ERCC1_NM_001166049	0.184311543	5.821518651	0.399256947	0.52747325	0.999905229
ABHD16A_NM_001177515_6	-0.21074812	4.015736447	0.399145249	0.527531016	0.999905229
PDE1A_NM_005019	0.497960195	1.671377989	0.399099388	0.527554737	0.999905229
PPM1B_NM_001033556	0.284103916	2.344836143	0.399059494	0.527575373	0.999905229
CASP4_NM_001225	-0.20141235	5.164792545	0.399037581	0.527586709	0.999905229
PRKAR1A_NM_212471	-0.197986329	6.53469674	0.398930198	0.527642265	0.999905229
SCYL2_NM_017988	-0.208836681	4.253495757	0.398867992	0.527674453	0.999905229
HERC6_NM_017912	0.363161822	1.583577722	0.398767122	0.527726654	0.999905229
ODF2L_NM_001184765	-0.308384892	2.275570201	0.398673225	0.527775255	0.999905229
RAB1A_NM_004161	-0.195562526	6.683090899	0.398629972	0.527797646	0.999905229
CCDC80_NM_199512	-0.241997107	9.316518423	0.398626675	0.527799353	0.999905229
SELENBP1_NM_003944	0.324137751	3.73856936	0.398625046	0.527800196	0.999905229
RAP1B_NM_015646	-0.213979629	6.430565946	0.398610002	0.527807984	0.999905229
PRKAR1A_NM_002734	-0.19792961	6.548641789	0.398521242	0.527853939	0.999905229
PLEKHF1_NM_024310	0.262294293	2.810237902	0.398519445	0.527854869	0.999905229
RAP1B_NM_001010942	-0.213928457	6.430333891	0.398466842	0.527882108	0.999905229
ZFP37_NM_003408	-0.465964846	-0.221339905	0.398439552	0.527896239	0.999905229
PRKAR1A_NM_212472	-0.197911753	6.548727733	0.398380123	0.527927017	0.999905229
MTHFS_NM_001199758	-0.321998075	1.809326171	0.398376282	0.527929006	0.999905229
TRA2A_NM_013293	-0.219255354	3.883709695	0.398351687	0.527941745	0.999905229
C1orf86_NM_001146310	-0.229430591	3.617275404	0.398345807	0.52794479	0.999905229
ODF2L_NM_001184766	-0.309177514	2.237960138	0.398178655	0.528031377	0.999905229
CASP4_NM_033306	-0.201153136	5.165053163	0.397953373	0.528148117	0.999905229
MAN2C1_NM_001256495	0.224391227	4.282445251	0.3979181	0.5281664	0.999905229
ATF2_NM_001880	-0.215238957	4.199302577	0.397772221	0.528242023	0.999905229
CSNK1G3_NM_001044722	-0.216145438	4.081378867	0.397619799	0.528321059	0.999905229
C14orf169_NM_024644	0.307022321	1.982584125	0.397520622	0.528372497	0.999905229
