gene_id	logFC	logCPM	LR	PValue	FDR	gene_symbol	refseq
RPL17-C18ORF32_NM_001199355	0.244194708	7.321548285	0.555251043	0.456180023	0.999752564	RPL17-C18ORF32	NM_001199355
TAF1A_NM_005681	0.436987479	1.231280767	0.555182909	0.456207659	0.999752564	TAF1A	NM_005681
MTHFD2_NR_027405	0.284892333	6.626033425	0.554984456	0.45628817	0.999752564	MTHFD2	NR_027405
SLC39A10_NM_020342	0.317524474	3.288483113	0.554392209	0.456528573	0.999752564	SLC39A10	NM_020342
KIF16B_NM_001199866	0.367613336	1.938263753	0.554249092	0.456586696	0.999752564	KIF16B	NM_001199866
TAGLN_NM_003186	0.385866985	9.565313442	0.553972513	0.456699055	0.999752564	TAGLN	NM_003186
AGAP8_NM_001077686	0.293269706	3.763405236	0.553862396	0.456743802	0.999752564	AGAP8	NM_001077686
RPS10_NM_001203245	0.237721669	7.048019275	0.553761406	0.456784846	0.999752564	RPS10	NM_001203245
ANXA11_NM_145869	0.251710432	7.68286949	0.553697451	0.456810841	0.999752564	ANXA11	NM_145869
UBFD1_NM_019116	-0.21289903	5.476172249	0.55352311	0.456881716	0.999752564	UBFD1	NM_019116
MAPK9_NM_139069	0.237007291	4.381099885	0.55341686	0.456924918	0.999752564	MAPK9	NM_139069
RBAK_NM_021163	-0.376895979	1.909434291	0.553313046	0.456967136	0.999752564	RBAK	NM_021163
ZCCHC11_NM_001009881	-0.277277537	3.246607091	0.553180078	0.45702122	0.999752564	ZCCHC11	NM_001009881
LEO1_NM_138792	0.294174851	3.99175989	0.553110764	0.457049416	0.999752564	LEO1	NM_138792
TEX2_NM_018469	-0.236979601	4.402231849	0.553054895	0.457072146	0.999752564	TEX2	NM_018469
FOXM1_NM_001243089	0.294386823	5.266862007	0.552989625	0.457098702	0.999752564	FOXM1	NM_001243089
RBM15B_NM_013286	-0.222021739	5.233362634	0.552867449	0.457148417	0.999752564	RBM15B	NM_013286
ZCCHC11_NM_015269	-0.277115374	3.246492574	0.552822795	0.45716659	0.999752564	ZCCHC11	NM_015269
FOXM1_NM_202003	0.294274722	5.267088551	0.552705224	0.457214443	0.999752564	FOXM1	NM_202003
CMPK1_NM_016308	0.222450783	6.094254058	0.552636627	0.457242367	0.999752564	CMPK1	NM_016308
FOXO3B_NR_026718	0.324224132	2.521927891	0.552619993	0.457249138	0.999752564	FOXO3B	NR_026718
SRFBP1_NM_152546	0.380960552	1.923723411	0.552514307	0.457292166	0.999752564	SRFBP1	NM_152546
ZFYVE28_NM_001172658	-0.556883444	-0.298951346	0.552315943	0.457372942	0.999752564	ZFYVE28	NM_001172658
QPCTL_NM_001163377	0.347807363	2.340003903	0.552219427	0.457412253	0.999752564	QPCTL	NM_001163377
TAF1A_NM_001201536	0.43712062	1.220143705	0.552212556	0.457415051	0.999752564	TAF1A	NM_001201536
ACD_NM_001082487	0.315176836	2.863608857	0.552013946	0.457495963	0.999752564	ACD	NM_001082487
BICC1_NM_001080512	-0.267274958	5.248897305	0.551797568	0.457584138	0.999752564	BICC1	NM_001080512
WRAP53_NM_001143991	0.38715221	2.035734951	0.551634841	0.457650467	0.999752564	WRAP53	NM_001143991
FOXM1_NM_001243088	0.293864775	5.269417755	0.551384092	0.457752706	0.999752564	FOXM1	NM_001243088
ZNF668_NM_001172668	-0.296942167	3.037560016	0.551312785	0.457781786	0.999752564	ZNF668	NM_001172668
APOBEC3F_NM_145298	0.267581145	4.172488176	0.551026395	0.457898613	0.999752564	APOBEC3F	NM_145298
TCEAL7_NM_152278	-0.340653256	2.782090878	0.551017056	0.457902423	0.999752564	TCEAL7	NM_152278
TAOK2_NM_016151	-0.239982832	4.662540249	0.550939801	0.457933946	0.999752564	TAOK2	NM_016151
HSPB3_NM_006308	-0.525943382	1.27664232	0.550597622	0.458073609	0.999752564	HSPB3	NM_006308
PSMG3_NM_032302	0.302458054	2.846709729	0.550331496	0.458182277	0.999752564	PSMG3	NM_032302
SLC22A18_NM_002555	-0.363872781	2.82335167	0.550243151	0.45821836	0.999752564	SLC22A18	NM_002555
THADA_NM_022065	-0.249000334	4.004814166	0.550109686	0.45827288	0.999752564	THADA	NM_022065
SULT1A4_NM_001017390_1	-0.502292502	0.683396323	0.549989678	0.458321912	0.999752564	SULT1A4	001017390_1
DPF3_NM_012074	-0.586946722	-0.49050978	0.549955388	0.458335923	0.999752564	DPF3	NM_012074
SULT1A3_NM_177552_1	-0.502292502	0.683396306	0.54991751	0.458351401	0.999752564	SULT1A3	177552_1
MTHFD2_NM_006636	0.283092317	6.592022669	0.549716452	0.458433575	0.999752564	MTHFD2	NM_006636
PRKCZ_NM_001242874	-0.413813369	1.417009174	0.549616377	0.458474485	0.999752564	PRKCZ	NM_001242874
CNTROB_NM_053051	0.295897257	3.641294054	0.549542338	0.458504755	0.999752564	CNTROB	NM_053051
PRKCZ_NM_001033582	-0.413813387	1.41700919	0.549534477	0.458507969	0.999752564	PRKCZ	NM_001033582
SLC39A10_NM_001127257	0.315050653	3.277465098	0.549307357	0.458600846	0.999752564	SLC39A10	NM_001127257
C17orf59_NM_017622	0.410705267	1.346082369	0.549244073	0.45862673	0.999752564	C17orf59	NM_017622
CLCN6_NM_021735	-0.485496132	0.739857794	0.549209749	0.45864077	0.999752564	CLCN6	NM_021735
XRCC1_NM_006297	0.274239361	3.882349276	0.549190217	0.45864876	0.999752564	XRCC1	NM_006297
CLCN6_NM_021736	-0.467802236	0.885642719	0.548882539	0.458774648	0.999752564	CLCN6	NM_021736
BAZ1B_NM_032408	0.222253748	5.50631641	0.548761827	0.458824053	0.999752564	BAZ1B	NM_032408
LOC284344_NR_033888	0.360170196	3.430574883	0.548740863	0.458832634	0.999752564	LOC284344	NR_033888
NT5C1B-RDH14_NM_001199104	0.36415974	1.977667096	0.548691676	0.458852768	0.999752564	NT5C1B-RDH14	NM_001199104
CNTROB_NM_001037144	0.295076633	3.642403087	0.548668995	0.458862053	0.999752564	CNTROB	NM_001037144
PHTF2_NM_001127359	0.333377072	2.51246738	0.548665246	0.458863587	0.999752564	PHTF2	NM_001127359
C20orf24_NM_001199534	0.22857662	5.202253341	0.548371153	0.458984005	0.999752564	C20orf24	NM_001199534
CLIC1_NM_001288_2	0.251628096	8.13166458	0.548277122	0.459022517	0.999752564	CLIC1	001288_2
C11orf73_NM_016401	0.25260352	4.24122886	0.54822039	0.459045755	0.999752564	C11orf73	NM_016401
RCC1_NM_001048195	0.231586117	4.909334133	0.54818237	0.459061329	0.999752564	RCC1	NM_001048195
C20orf24_NM_018840	0.228503816	5.202109084	0.548135082	0.459080701	0.999752564	C20orf24	NM_018840
ANTXR2_NM_058172	-0.251879364	5.237359983	0.548101244	0.459094564	0.999752564	ANTXR2	NM_058172
FAM123B_NM_152424	-0.403772683	1.561944155	0.547990494	0.459139941	0.999752564	FAM123B	NM_152424
MTX3_NM_001010891	-0.334703346	2.499925964	0.547756956	0.459235652	0.999752564	MTX3	NM_001010891
THADA_NM_001083953	-0.248311076	4.00768667	0.547742	0.459241782	0.999752564	THADA	NM_001083953
RPL17-C18ORF32_NM_001199356	0.239868364	7.147161326	0.547571636	0.459311624	0.999752564	RPL17-C18ORF32	NM_001199356
NR1D1_NM_021724	0.269460773	3.405382227	0.547544286	0.459322837	0.999752564	NR1D1	NM_021724
SCOC_NM_001153484	0.270989763	4.529424426	0.547164987	0.459478398	0.999752564	SCOC	NM_001153484
SLC22A18_NM_183233	-0.367553868	2.776327389	0.547106488	0.459502398	0.999752564	SLC22A18	NM_183233
ATP6V0A1_NM_005177	-0.298728592	3.797048879	0.54705634	0.459522973	0.999752564	ATP6V0A1	NM_005177
GBP2_NM_004120	-0.265675878	4.323772725	0.547014449	0.459540161	0.999752564	GBP2	NM_004120
MTX3_NM_001167741	-0.334526167	2.503477311	0.546939499	0.459570916	0.999752564	MTX3	NM_001167741
ATP6V0A1_NM_001130020	-0.298642247	3.797878405	0.546787918	0.459633127	0.999752564	ATP6V0A1	NM_001130020
ZNF232_NM_014519	0.432892625	1.150464248	0.546782391	0.459635396	0.999752564	ZNF232	NM_014519
ANXA11_NM_145868	0.249243956	7.653256676	0.546630181	0.459697879	0.999752564	ANXA11	NM_145868
NUDT8_NM_181843	0.457926423	0.865203131	0.5464514	0.459771286	0.999752564	NUDT8	NM_181843
IMP4_NM_033416	0.246920848	4.734377088	0.546446485	0.459773304	0.999752564	IMP4	NM_033416
PRKCZ_NM_001033581	-0.412459501	1.418896952	0.546091219	0.459919233	0.999752564	PRKCZ	NM_001033581
USP15_NM_001252079	0.341247284	2.356576057	0.546039281	0.459940573	0.999752564	USP15	NM_001252079
SRP9_NM_003133	0.221594279	5.670810144	0.546036858	0.459941569	0.999752564	SRP9	NM_003133
CBWD6_NM_001085457	0.270730569	3.634101313	0.54586725	0.460011268	0.999752564	CBWD6	NM_001085457
CCDC120_NM_001163323	-0.505911471	0.279593804	0.545691392	0.460083553	0.999752564	CCDC120	NM_001163323
PRKCZ_NM_002744	-0.412445107	1.41510245	0.545636001	0.460106325	0.999752564	PRKCZ	NM_002744
CHCHD7_NM_001011671	0.293806199	3.001709922	0.545614447	0.460115186	0.999752564	CHCHD7	NM_001011671
ATP6V0A1_NM_001130021	-0.297502891	3.830216574	0.545528133	0.460150675	0.999752564	ATP6V0A1	NM_001130021
RCC1_NM_001048194	0.231072488	4.910324394	0.545515337	0.460155937	0.999752564	RCC1	NM_001048194
DNAJC25-GNG10_NM_004125	0.242107961	5.154294012	0.545161683	0.460301395	0.999752564	DNAJC25-GNG10	NM_004125
HOXB-AS3_NR_033203	-0.816913899	1.818773878	0.545120639	0.460318281	0.999752564	HOXB-AS3	NR_033203
RGS10_NM_001005339	0.237283505	4.402331388	0.544924427	0.460399019	0.999752564	RGS10	NM_001005339
SCOC_NM_001153663	0.270438705	4.528165913	0.544858853	0.460426007	0.999752564	SCOC	NM_001153663
COMMD10_NM_016144	0.273050326	3.545549151	0.544724368	0.460481363	0.999752564	COMMD10	NM_016144
LRRC57_NM_153260	0.315798498	2.615454944	0.544677297	0.460500741	0.999752564	LRRC57	NM_153260
ATG5_NM_004849	0.242957597	4.281101265	0.544464498	0.46058836	0.999752564	ATG5	NM_004849
KDM5D_NM_001146705	-0.279230959	3.52643968	0.544463274	0.460588864	0.999752564	KDM5D	NM_001146705
ECI2_NR_028588	0.217734866	5.510668345	0.544326873	0.460645041	0.999752564	ECI2	NR_028588
CCDC120_NM_033626	-0.50497523	0.275854017	0.544178295	0.460706245	0.999752564	CCDC120	NM_033626
MTMR2_NM_016156	0.228039487	5.079058401	0.543983492	0.460786511	0.999752564	MTMR2	NM_016156
WBSCR27_NM_152559	-0.549414	0.068133015	0.543743636	0.46088537	0.999752564	WBSCR27	NM_152559
RBBP6_NM_018703	-0.269823959	3.442297743	0.543713092	0.460897961	0.999752564	RBBP6	NM_018703
LOC100505876_NR_037879	0.24515828	4.196548888	0.54343011	0.461014644	0.999752564	LOC100505876	NR_037879
RPS10_NM_001014	0.235341255	7.044362922	0.543414174	0.461021216	0.999752564	RPS10	NM_001014
BANP_NM_001173540	0.360623137	2.096859133	0.543276394	0.461078046	0.999752564	BANP	NM_001173540
RPS10_NM_001204091	0.235324765	7.044443986	0.543220089	0.461101273	0.999752564	RPS10	NM_001204091
MYLIP_NM_013262	0.395876161	2.768629262	0.542872017	0.461244901	0.999752564	MYLIP	NM_013262
SNORA52_NR_002585	0.216459092	5.883273997	0.54286637	0.461247231	0.999752564	SNORA52	NR_002585
TP53_NM_000546	-0.244352485	4.94823461	0.542841371	0.46125755	0.999752564	TP53	NM_000546
RCC1_NM_001269	0.231204327	4.860291744	0.542737306	0.461300507	0.999752564	RCC1	NM_001269
TUBB_NM_178014_4	0.297242684	9.171369487	0.54273106	0.461303085	0.999752564	TUBB	178014_4
DNAJC3_NM_006260	-0.234105191	4.708912458	0.542663044	0.461331165	0.999752564	DNAJC3	NM_006260
HOXB5_NM_002147	-0.677282736	1.474264248	0.542628897	0.461345264	0.999752564	HOXB5	NM_002147
TBL2_NM_012453	-0.233997545	4.562166158	0.542614278	0.4613513	0.999752564	TBL2	NM_012453
MACF1_NM_012090	-0.219676438	6.463403008	0.542433144	0.461426099	0.999752564	MACF1	NM_012090
ESRRA_NM_004451	0.262726914	3.564868158	0.542257238	0.461498756	0.999752564	ESRRA	NM_004451
ACSF3_NR_023316	-0.31706251	2.66746046	0.541957975	0.461622409	0.999752564	ACSF3	NR_023316
TBPL1_NM_004865	0.283942296	3.051198136	0.541859414	0.461663145	0.999752564	TBPL1	NM_004865
MEST_NM_177525	-0.515509279	4.705661856	0.541752846	0.461707197	0.999752564	MEST	NM_177525
MEST_NM_177524	-0.51543526	4.705662283	0.541583619	0.461777163	0.999752564	MEST	NM_177524
VGLL3_NM_016206	-0.264687179	6.691030514	0.541571417	0.461782209	0.999752564	VGLL3	NM_016206
SLC4A8_NM_004858	0.483237107	0.927867872	0.541563902	0.461785317	0.999752564	SLC4A8	NM_004858
TP53_NM_001126112	-0.243541042	4.94516512	0.540843086	0.462083534	0.999752564	TP53	NM_001126112
BANP_NM_079837	0.359842737	2.09628312	0.540829417	0.462089192	0.999752564	BANP	NM_079837
NEK11_NM_145910	-0.38048282	1.711615051	0.540745263	0.462124029	0.999752564	NEK11	NM_145910
NHP2L1_NM_001003796	0.210908111	5.639711893	0.540519174	0.462217644	0.999752564	NHP2L1	NM_001003796
NUDT17_NM_001012758	-0.475438314	0.654475484	0.540392444	0.46227013	0.999752564	NUDT17	NM_001012758
LAPTM4A_NM_014713	0.251347332	8.008105648	0.540344112	0.46229015	0.999752564	LAPTM4A	NM_014713
ZBTB48_NM_005341	-0.387741989	1.642891495	0.540025834	0.46242202	0.999752564	ZBTB48	NM_005341
POMGNT1_NM_001243766	-0.228687446	5.311715436	0.539896874	0.462475468	0.999752564	POMGNT1	NM_001243766
ASB13_NR_037164	0.323572767	2.629332176	0.53986138	0.462490181	0.999752564	ASB13	NR_037164
C2CD2_NM_015500	-0.312498108	2.937558137	0.539804337	0.462513827	0.999752564	C2CD2	NM_015500
RPL14_NM_001034996	0.247362343	7.752963275	0.539704829	0.46255508	0.999752564	RPL14	NM_001034996
SLC27A4_NM_005094	0.247169056	4.25946996	0.539534285	0.462625798	0.999752564	SLC27A4	NM_005094
BBS1_NM_024649	-0.280204344	3.599407918	0.539483276	0.462646953	0.999752564	BBS1	NM_024649
EXOSC2_NM_014285	0.279923828	3.288689682	0.539384152	0.462688066	0.999752564	EXOSC2	NM_014285
SCAF4_NM_001145445	-0.263647854	3.514679291	0.539324456	0.462712828	0.999752564	SCAF4	NM_001145445
RPL14_NM_003973	0.247166414	7.746661351	0.539318476	0.462715309	0.999752564	RPL14	NM_003973
FBXO17_NM_024907	0.252894787	3.855472054	0.539313002	0.46271758	0.999752564	FBXO17	NM_024907
NTN4_NM_021229	-0.3940404	3.495857009	0.539018339	0.462839844	0.999752564	NTN4	NM_021229
PORCN_NM_203475	0.305489546	2.865428119	0.538998241	0.462848185	0.999752564	PORCN	NM_203475
BET1_NM_005868	0.281412619	3.473936504	0.538974048	0.462858226	0.999752564	BET1	NM_005868
EIF3C_NM_001199142	-0.258461902	8.487036354	0.538868737	0.462901937	0.999752564	EIF3C	NM_001199142
WASF3_NM_006646	-0.257358529	4.239204014	0.538862429	0.462904555	0.999752564	WASF3	NM_006646
SNX9_NM_016224	0.252839062	7.084191376	0.538713804	0.462966257	0.999752564	SNX9	NM_016224
NRIP1_NM_003489	-0.310453399	2.754886719	0.538548304	0.46303498	0.999752564	NRIP1	NM_003489
PHB_NM_002634	0.2228756	6.045863136	0.538479418	0.463063589	0.999752564	PHB	NM_002634
ZCCHC9_NM_001131035	0.275093897	3.183803106	0.538436198	0.46308154	0.999752564	ZCCHC9	NM_001131035
KANK2_NM_001136191	0.233425783	6.520635518	0.538357006	0.463114435	0.999752564	KANK2	NM_001136191
ADCK4_NM_024876	-0.287690475	3.161950994	0.538052852	0.46324081	0.999752564	ADCK4	NM_024876
SEZ6L2_NM_001243332	-0.355928045	3.255830412	0.538010466	0.463258425	0.999752564	SEZ6L2	NM_001243332
RARS_NM_002887	0.215977643	6.113926898	0.537929862	0.463291927	0.999752564	RARS	NM_002887
CYLD_NM_001042355	0.243306173	4.536617196	0.537605507	0.463426779	0.999752564	CYLD	NM_001042355
FAF2_NM_014613	-0.222183617	4.954297443	0.537487392	0.463475902	0.999752564	FAF2	NM_014613
RGS10_NM_002925	0.235599095	4.391957218	0.537427832	0.463500675	0.999752564	RGS10	NM_002925
EIF3C_NM_003752	-0.258005997	8.496166027	0.53713172	0.463623872	0.999752564	EIF3C	NM_003752
EIF3CL_NM_001099661	-0.258021599	8.496214574	0.5370357	0.463663831	0.999752564	EIF3CL	NM_001099661
TIMM13_NM_012458	0.231453733	4.710374872	0.536979052	0.463687409	0.999752564	TIMM13	NM_012458
XRCC5_NM_021141	0.240746677	7.705584956	0.536964145	0.463693613	0.999752564	XRCC5	NM_021141
MEST_NM_001253900	-0.513428362	4.719152189	0.536706233	0.463800985	0.999752564	MEST	NM_001253900
NLGN4Y_NM_014893	-0.49968386	2.269139623	0.536641484	0.463827947	0.999752564	NLGN4Y	NM_014893
EIF3C_NM_001037808	-0.257903626	8.49654945	0.536453248	0.463906344	0.999752564	EIF3C	NM_001037808
RPLP2_NM_001004	0.254664995	8.686000514	0.536397947	0.46392938	0.999752564	RPLP2	NM_001004
MEST_NM_002402	-0.513099624	4.735280618	0.536273687	0.463981147	0.999752564	MEST	NM_002402
SPECC1L_NM_001254732	0.219146998	5.13533613	0.536223183	0.46400219	0.999752564	SPECC1L	NM_001254732
IFI6_NM_022872	0.263814735	3.794019667	0.53622029	0.464003396	0.999752564	IFI6	NM_022872
ZNF57_NM_173480	0.521530189	0.03759382	0.535871891	0.464148602	0.999752564	ZNF57	NM_173480
SRP9_NM_001130440	0.219884842	5.693422027	0.535641821	0.464244531	0.999752564	SRP9	NM_001130440
MBD4_NM_003925	0.25614844	3.852133545	0.535512863	0.464298314	0.999752564	MBD4	NM_003925
APOL6_NM_030641	0.273545489	4.406019844	0.535381337	0.464353179	0.999752564	APOL6	NM_030641
LOC648987_NR_034086	0.510610515	0.334135375	0.535291695	0.464390578	0.999752564	LOC648987	NR_034086
CDK15_NM_139158	0.504800829	0.64929705	0.535271564	0.464398977	0.999752564	CDK15	NM_139158
CCDC125_NM_176816	-0.418821092	1.305859124	0.535199997	0.46442884	0.999752564	CCDC125	NM_176816
ZNF605_NM_183238	-0.375150801	1.825777302	0.534937299	0.464538481	0.999752564	ZNF605	NM_183238
ARHGAP24_NM_031305	0.266779945	4.056849709	0.534802079	0.464594933	0.999752564	ARHGAP24	NM_031305
RBAK_NM_001204456	-0.37035453	1.909648189	0.534724994	0.46462712	0.999752564	RBAK	NM_001204456
SCOC_NM_032547	0.268396878	4.487077358	0.534658703	0.464654802	0.999752564	SCOC	NM_032547
PORCN_NM_203474	0.306494051	2.822351945	0.534562108	0.464695144	0.999752564	PORCN	NM_203474
DDX1_NM_004939	0.220984747	6.651985192	0.534075034	0.464898651	0.999752564	DDX1	NM_004939
BANP_NM_017869	0.365143292	2.030656087	0.534074591	0.464898836	0.999752564	BANP	NM_017869
IFI6_NM_022873	0.263621407	3.798332342	0.533958884	0.464947201	0.999752564	IFI6	NM_022873
BANP_NM_001173541	0.36514326	2.030656088	0.533953294	0.464949538	0.999752564	BANP	NM_001173541
MEST_NM_001253902	-0.513053448	4.612555204	0.533875254	0.464982163	0.999752564	MEST	NM_001253902
MEST_NM_001253901	-0.513050424	4.61256794	0.533859808	0.464988621	0.999752564	MEST	NM_001253901
EXOSC3_NM_001002269	0.339159524	2.315972254	0.533818588	0.465005855	0.999752564	EXOSC3	NM_001002269
NRP1_NR_045259	0.232377902	6.816396074	0.533657146	0.465073364	0.999752564	NRP1	NR_045259
PNRC2_NM_017761	0.23594993	4.388630011	0.533433489	0.465166916	0.999752564	PNRC2	NM_017761
CYLD_NM_001042412	0.24228669	4.538504676	0.533404367	0.465179099	0.999752564	CYLD	NM_001042412
ECI2_NM_206836	0.218330812	5.428953941	0.533201212	0.465264104	0.999752564	ECI2	NM_206836
ZNF83_NM_001105554	-0.359145877	2.053757583	0.533156766	0.465282705	0.999752564	ZNF83	NM_001105554
ECI2_NM_006117	0.21831308	5.428925063	0.533122931	0.465296866	0.999752564	ECI2	NM_006117
THAP1_NM_199003	0.375410957	1.715859534	0.533062432	0.465322187	0.999752564	THAP1	NM_199003
TESK2_NM_007170	0.473216066	0.672539019	0.532919204	0.465382145	0.999752564	TESK2	NM_007170
PRPF4B_NM_003913	-0.242576468	4.417020279	0.532803011	0.465430793	0.999752564	PRPF4B	NM_003913
TAF1A_NM_139352	0.438113476	1.049451995	0.532702562	0.465472857	0.999752564	TAF1A	NM_139352
RUSC1_NM_001105204	0.269256393	3.763378807	0.532634878	0.465501204	0.999752564	RUSC1	NM_001105204
PDE4DIP_NM_001002812	0.24330078	7.728922882	0.53257201	0.465527536	0.999752564	PDE4DIP	NM_001002812
TUBA4A_NM_006000	0.395951379	2.124643623	0.532501917	0.465556897	0.999752564	TUBA4A	NM_006000
SURF1_NM_003172	-0.237263191	4.243893807	0.53240839	0.465596079	0.999752564	SURF1	NM_003172
NLGN4Y_NR_028319	-0.49800144	2.301333695	0.532155221	0.465702167	0.999752564	NLGN4Y	NR_028319
MZF1_NM_198055	-0.405727	1.53267095	0.532141795	0.465707794	0.999752564	MZF1	NM_198055
RHOA_NM_001664	0.262330028	9.014689853	0.532078287	0.465734413	0.999752564	RHOA	NM_001664
SCAP_NM_012235	-0.231818669	5.071803789	0.532023739	0.465757278	0.999752564	SCAP	NM_012235
SPECC1L_NM_001145468	0.217364108	5.180419062	0.531874507	0.465819842	0.999752564	SPECC1L	NM_001145468
PFKL_NM_002626	-0.223260743	6.536845143	0.531822183	0.465841782	0.999752564	PFKL	NM_002626
ECI2_NM_001166010	0.218044818	5.428873428	0.531819643	0.465842847	0.999752564	ECI2	NM_001166010
TMEM180_NM_024789	-0.538809594	-0.113667772	0.531753421	0.465870616	0.999752564	TMEM180	NM_024789
ZC3H15_NM_018471	0.253770776	4.877738378	0.531414269	0.466012878	0.999752564	ZC3H15	NM_018471
CDK13_NM_031267	-0.2456704	3.940127043	0.531220031	0.466094384	0.999752564	CDK13	NM_031267
SCAF4_NM_001145444	-0.260178962	3.505809773	0.531094329	0.466147144	0.999752564	SCAF4	NM_001145444
ANXA11_NM_001157	0.244904671	7.609055439	0.530965065	0.466201409	0.999752564	ANXA11	NM_001157
KIRREL3_NM_032531	0.350319614	2.639046127	0.53069593	0.466314423	0.999752564	KIRREL3	NM_032531
CTSB_NM_147780	-0.308005643	10.01380567	0.53059686	0.466356035	0.999752564	CTSB	NM_147780
MBOAT7_NM_001146082	-0.261782605	4.013379915	0.530017528	0.466599491	0.999752564	MBOAT7	NM_001146082
CLCN6_NM_021737	-0.480691799	0.720458346	0.529667537	0.466746667	0.999752564	CLCN6	NM_021737
CDK13_NM_003718	-0.244781095	3.952300854	0.529536673	0.466801717	0.999752564	CDK13	NM_003718
CBX4_NM_003655	0.356114782	2.304532228	0.529508024	0.46681377	0.999752564	CBX4	NM_003655
GPER_NM_001039966	0.308016307	2.674977611	0.52942174	0.466850073	0.999752564	GPER	NM_001039966
CTSB_NM_147783	-0.307025034	9.992416623	0.529229	0.466931184	0.999752564	CTSB	NM_147783
MPP4_NM_033066	0.563896772	0.53759171	0.529214159	0.466937431	0.999752564	MPP4	NM_033066
SCOC_NM_001153446	0.267097528	4.486216153	0.529016056	0.467020824	0.999752564	SCOC	NM_001153446
CTSB_NM_147781	-0.307015912	9.992468394	0.529015054	0.467021246	0.999752564	CTSB	NM_147781
SCOC_NM_001153585	0.2670535	4.486149577	0.528926055	0.467058719	0.999752564	SCOC	NM_001153585
CTSB_NM_147782	-0.306997317	9.992862781	0.528879591	0.467078284	0.999752564	CTSB	NM_147782
RTTN_NM_173630	0.379267658	2.135336988	0.528405034	0.467278189	0.999752564	RTTN	NM_173630
ZNF687_NM_020832	-0.276670732	3.14934969	0.528332993	0.467308548	0.999752564	ZNF687	NM_020832
ADCK4_NM_001142555	-0.292757387	3.055456779	0.528215781	0.467357949	0.999752564	ADCK4	NM_001142555
SPEN_NM_015001	-0.242423819	4.130581912	0.528125989	0.4673958	0.999752564	SPEN	NM_015001
